LMK_KEY,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,LOCAL_AUTHORITY,CONSTITUENCY,LODGEMENT_DATE,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,CONSTRUCTION_AGE_BAND,TENURE,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,ROOF_DESCRIPTION_ENUM,GLAZED_TYPE_ENUM,WINDOWS_DESCRIPTION_ENUM,WINDOW_AREA,photoSupply,ageIndex,extensionCount,hwIsGas?,floorUValue,lighting,internalGains,IS_DETACHED,IS_END,mainFuelFactor,ROOF_U_VALUE,secondHeatDescription,temperatureAdjustment,WALL_THICKNESS,WALL_U_VALUE,wetRooms,WAR,envelopes_hotwater_roof_windows-Cost,envelopes_hotwater_roof_windows-Eff,hotwater_roof_windows-Cost,hotwater_roof_windows-Eff,hotwater_roof-Cost,hotwater_roof-Eff,roof-Cost,roof-Eff,hotwater-Cost,hotwater-Eff,roof_windows-Cost,roof_windows-Eff,windows-Cost,windows-Eff,hotwater_windows-Cost,hotwater_windows-Eff,envelopes_hotwater_roof-Cost,envelopes_hotwater_roof-Eff,envelopes_roof-Cost,envelopes_roof-Eff,envelopes-Cost,envelopes-Eff,envelopes_hotwater-Cost,envelopes_hotwater-Eff,envelopes_roof_windows-Cost,envelopes_roof_windows-Eff,envelopes_windows-Cost,envelopes_windows-Eff,envelopes_hotwater_windows-Cost,envelopes_hotwater_windows-Eff
2.85E+32,TS17 5DP,9062071668,D,C,67,75,House,Detached,E06000004,E14000971,2009,64,71,226,180,4.4,38,3.5,120,60,519,457,158,128,117.42,Single,Y,1,,,2106,100,double glazing installed before 2002,Normal,0,7,7,0,0,From main system,4,Good,"Solid, limited insulation (assumed)",N/A,N/A,Fully double glazed,3,Average,"Cavity wall, as built, insulated (assumed)",4,Good,-1,0,N/A,"Pitched, 200 mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,"Programmer, room thermostat and TRVs",Average,3,No low energy lighting,1,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,0,,2.4,0,N,natural,England and Wales: 1996-2002,owner-occupied,,,2,2,1,16.200444,0,8,0,0,2.3,75.22918023,3467.14139,1,0,0.216,0.35,-1,0,300,0.45,4,0.862029944,15423.95,71.76850453,10823.95,71.65924613,7203.25,71.1684836,4403.25,69.0255256,2800,71.51267065,8023.95,69.67078656,3620.7,69.14253207,6420.7,72.03425703,11803.25,71.0700117,9003.25,68.94590982,4600,68.30594885,7400,71.33331613,12623.95,69.93394919,8220.7,69.32481208,11020.7,72.06263281
2.12E+32,TS1 4DB,7508436568,D,C,55,75,House,Mid-Terrace,E06000002,E14000819,2013,50,72,319,179,4.7,62,2.7,52,52,870,682,86,64,76,Single,Y,1,,,2106,100,double glazing installed before 2002,Normal,0,5,4,86,0,"From main system, no cylinder thermostat",3,Average,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,3,Average,"Solid brick, as built, no insulation (assumed)",1,Very Poor,0.216,0,N/A,"Pitched, no insulation (assumed)",1,Very Poor,"Boiler and radiators, mains gas",4,Good,"Programmer, room thermostat and TRVs",Good,4,Low energy lighting in 86% of fixed outlets,5,Very Good,mains gas (not community),0,0,,,0,,natural,England and Wales: 1900-1929,rental (private),7,6,0,2,1,16.147,0,1,0,0,2.3,66.35737735,2619.374734,0,0,0.216,2.3,-1,0,220,1.7,3,0.787539474,10770.7,66.3141277,9270.7,59.37276358,5650,58.49900811,2850,51.09472718,2800,54.41067679,6470.7,52.18589059,3620.7,47.77021489,6420.7,54.68284665,7150,65.14034323,4350,61.52196865,1500,54.69288908,4300,60.84614933,7970.7,63.07713126,5120.7,55.45241652,7920.7,61.31725827
4.11E+32,TS17 5EE,9783470768,D,C,68,76,House,Detached,E06000004,E14000971,2009,62,72,260,191,3.6,43.5,2.6,44,44,463,391,180,108,82.6,Single,Y,1,,,2106,100,double glazing installed before 2002,Normal,0,4,4,100,0,"From main system, no cylinder thermostat",3,Average,"Solid, limited insulation (assumed)",N/A,N/A,Fully double glazed,3,Average,"Cavity wall, as built, insulated (assumed)",4,Good,-1,0,N/A,"Pitched, 200mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,"Programmer, room thermostat and TRVs",Good,4,Low energy lighting in all fixed outlets,5,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,0,,2.3,0,N,natural,England and Wales: 1996-2002,owner-occupied,,,19,2,1,11.38832,0,8,0,0,2.3,72.09291763,2791.744272,1,0,0.216,0.35,-1,0,300,0.45,2,0.862126877,12929.93,73.98130798,8329.93,73.43295163,5897.5,73.05984378,3097.5,68.93905914,2800,72.946169,5529.93,69.65410174,2432.43,68.55314186,5232.43,73.32104276,10497.5,73.33084161,7697.5,69.28613839,4600,68.10252998,7400,73.1362842,10129.93,70.20245808,7032.43,69.02061559,9832.43,73.78851649
8.25E+32,TS19 0DJ,7343390078,D,B,63,83,House,Mid-Terrace,E06000004,E14000970,2015,57,80,290,135,4.1,51,1.9,82,50,739,557,94,64,80,Unknown,Y,1,,,2104,100,"double glazing, unknown install date",Normal,2,3,3,38,0,From main system,4,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,3,Average,"Solid brick, as built, no insulation (assumed)",1,Very Poor,-1,0,N/A,"Pitched, 300 mm loft insulation",5,Very Good,"Boiler and radiators, mains gas",4,Good,Programmer and room thermostat,Average,3,Low energy lighting in 38% of fixed outlets,3,Average,mains gas (not community),0,0,,,,N,natural,England and Wales: 1900-1929,owner-occupied,,,15,0,1,16.635,0,1,2,0,2.3,71.79880005,2727.483497,0,0,0.216,2.3,-1,0,220,1.7,2,0.7920625,-1,-1,-1,-1,-1,-1,-1,-1,2800,64.42216621,-1,-1,3620.7,60.30536984,6420.7,64.57940027,-1,-1,-1,-1,1500,67.04000358,4300,69.72989644,-1,-1,5120.7,67.92467063,7920.7,70.48642618
5.53E+32,TS19 9DH,7581370868,E,E,40,52,House,End-Terrace,E06000004,E14000970,2010,33,42,505,396,6.8,93,5.4,58,39,1000,811,114,93,73.49,Single,Y,1,,,2102,0,single glazing,Normal,1,3,3,50,1,From main system,4,Good,"Suspended, no insulation (assumed)",N/A,N/A,Single glazed,1,Very Poor,"Solid brick, as built, no insulation (assumed)",1,Very Poor,0.291,0,N/A,"Pitched, 250 mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,"Programmer, no room thermostat",Very Poor,1,Low energy lighting in 50% of fixed outlets,4,Good,mains gas - this is for backwards compatibility only and should not be used,0,0,,2.8,0,N,natural,England and Wales: 1900-1929,owner-occupied,,,7,4,6,15.84078,0,1,1,0,2.3,71.02122678,2557.021809,0,1,0.216,2.3,-1,0.6,220,1.7,2,0.784449857,11876.575,50.06623827,9176.575,44.38906806,5555.875,44.04441848,2755.875,40.33811739,2800,43.6669889,6376.575,41.53172225,3620.7,41.23201808,6420.7,44.31867785,8255.875,50.54651875,5455.875,46.7412486,2700,44.67838352,5500,48.64046851,9076.575,47.59314642,6320.7,45.7205915,9120.7,48.41838177
1.31E+33,TS19 7SR,8139415378,B,A,86,93,House,Detached,E06000004,E14000971,2015,82,91,121,60,1.8,22,0.9,95,52,521,464,161,82,81,Single,Y,1,,,2104,100,double glazing installed during or after 2002,Normal,0,6,6,17,0,"From main system, no cylinder thermostat",3,Average,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,4,Good,"Cavity wall, filled cavity",4,Good,-1,0,N/A,"Pitched, 200 mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,Programmer and room thermostat,Average,3,Low energy lighting in 17% of fixed outlets,2,Poor,mains gas (not community),0,0,,,,N,natural,England and Wales: 1983-1990,owner-occupied,,,2,1,1,16.2256,0,6,0,0,2.3,71.91304139,2752.459093,1,0,0.216,0.4,-1,0,270,0.35,3,0.799683951,14058.2,85.2784591,9458.2,84.84959202,5837.5,84.84959202,3037.5,77.93893608,2800,82.39873313,6658.2,77.93893608,3620.7,73.92751423,6420.7,82.39873313,10437.5,85.32481975,7637.5,78.48462792,4600,74.37588268,7400,82.77663748,11258.2,78.39755117,8220.7,74.28880593,11020.7,82.73027683
1.40E+33,TS15 9TB,598831478,D,B,67,82,House,Detached,E06000004,E14000971,2015,66,81,211,114,3.8,37,2.1,125,63,699,615,111,76,102,Single,Y,1,,,2106,100,double glazing installed during or after 2002,Normal,1,5,5,0,0,From main system,4,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,4,Good,"Cavity wall, filled cavity",4,Good,-1,0,N/A,"Pitched, 270 mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,"Programmer, room thermostat and TRVs",Good,4,No low energy lighting,1,Very Poor,mains gas (not community),0,0,,,,N,natural,England and Wales: 1976-1982,owner-occupied,,,14,1,1,18.2904,0,5,1,0,2.3,74.00307117,3205.400729,1,0,0.216,0.68,-1,0,260,0.4,3,0.820682353,15241.79,73.27054222,10641.79,72.77646797,6625,72.77646797,3825,69.8763604,2800,71.08173095,7841.79,69.8763604,4016.79,67.28503524,6816.79,71.08173095,11225,73.27054222,8425,70.37043465,4600,67.69944141,7400,71.49613713,12441.79,70.37043465,8616.79,67.69944141,11416.79,71.49613713
5.30E+32,TS23 3WJ,659319768,D,B,64,88,Bungalow,Detached,E06000004,E14000970,2014,63,89,259,80,2.9,50,0.9,76,41,510,402,141,72,58,Single,Y,1,,,2106,100,double glazing installed before 2002,Normal,0,3,3,14,0,From main system,4,Good,"Solid, limited insulation (assumed)",N/A,N/A,Fully double glazed,3,Average,"Cavity wall, as built, insulated (assumed)",4,Good,-1,0,N/A,"Pitched, 100 mm loft insulation",3,Average,"Boiler and radiators, mains gas",4,Good,"Programmer, room thermostat and TRVs",Good,4,Low energy lighting in 14% of fixed outlets,2,Poor,mains gas (not community),0,0,,,0,,natural,England and Wales: 1996-2002,owner-occupied,7,1,10,2,1,7.9886,0,8,0,0,2.3,68.3034975,2102.410242,1,0,0.216,0.35,-1,0,300,0.45,2,0.862265517,10890.25,74.9064281,8790.25,74.62572652,7150,73.76558919,4350,71.21283837,2800,70.85238363,5990.25,71.67448189,1640.25,67.7312449,4440.25,71.66620272,9250,73.84827009,6450,71.26522296,2100,67.41888354,4900,70.98564386,8090.25,72.14238752,3740.25,68.24972987,6540.25,71.99748365
1.07E+33,TS18 3DH,3677758178,D,B,62,84,House,Semi-Detached,E06000004,E14000970,2014,60,84,255,105,3.7,49,1.6,65,49,653,498,179,86,76,Single,Y,1,,,2104,100,double glazing installed before 2002,Normal,0,5,5,67,0,From main system,3,Average,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,3,Average,"Cavity wall, as built, insulated (assumed)",4,Good,-1,0,N/A,"Pitched, 250 mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,Programmer and room thermostat,Average,3,Low energy lighting in 67% of fixed outlets,4,Good,mains gas (not community),0,0,,,0,,natural,England and Wales: 1991-1995,rental (social),9,6,7,2,1,13.7388,0,7,0,0,2.3,67.46194024,2620.479297,0,1,0.216,0.35,-1,0,270,0.6,3,0.819226316,11574.61,73.39415407,8874.61,73.07367042,5650,72.23393261,2850,65.26212819,2800,70.21062372,6074.61,66.04895285,3224.61,62.60077471,6024.61,71.11970667,8350,72.44228815,5550,66.23520524,2700,62.87329503,5500,70.48938631,8774.61,67.23478198,5924.61,63.83718319,8724.61,71.49076966
2.31E+32,TS3 0SG,5533628568,C,C,74,78,House,Semi-Detached,E06000002,E14000819,2009,70,74,201,171,3.1,33.7,2.6,44,44,425,368,105,93,100.2,Single,Y,1,,,2104,100,double glazing installed before 2002,Normal,1,4,4,100,0,From main system,4,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,3,Average,"Cavity wall, as built, insulated (assumed)",4,Good,-1,0,N/A,"Flat, insulated (assumed)",3,Average,"Boiler and radiators, mains gas",4,Good,Programmer and room thermostat,Poor,2,Low energy lighting in all fixed outlets,5,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,0,,2.3,0,N,natural,England and Wales: 1967-1975,owner-occupied,,,22,2,1,19.74678,0,4,1,0,2.3,73.84521036,3171.48448,0,1,0.216,1.5,-1,0,250,1.5,2,0.802926347,13670.38,76.10792392,10970.38,74.12118791,6557.5,73.34430881,3757.5,71.34291904,2800,72.78414838,8170.38,72.03136131,4412.88,70.86970293,7212.88,73.49005776,9257.5,75.01729469,6457.5,73.41869877,2700,71.91564377,5500,74.04476793,10870.38,74.53472687,7112.88,72.94087447,9912.88,75.04459975
6.91E+32,TS15 9RR,492601968,C,C,71,72,House,Semi-Detached,E06000004,E14000971,2011,72,72,185,180,2.4,35,2.3,56,37,407,410,78,78,66.9,Single,Y,1,,,2106,100,"double glazing, unknown install date",Normal,0,3,3,50,0,From main system,4,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,3,Average,"Cavity wall, filled cavity",4,Good,0.216,0,N/A,"Pitched, 200 mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,"Programmer, room thermostat and TRVs",Good,4,Low energy lighting in 50% of fixed outlets,4,Good,mains gas (not community),0,0,,2.3,0,,natural,England and Wales: 1967-1975,rental (private),8,4,2,0,1,15.62091,0,4,0,0,2.3,67.56548337,2368.647783,0,1,0.216,1.5,-1,0,250,0.7,2,0.766503587,11629.45,72.67592732,8929.45,72.18551958,5308.75,72.01589784,2508.75,69.97982482,2800,72.70754004,6129.45,69.99188066,3620.7,69.69418352,6420.7,72.92781333,8008.75,72.3757261,5208.75,70.49851535,2700,70.61200119,5500,73.52920283,8829.45,70.86806295,6320.7,70.82683874,9120.7,73.674694
5.45E+32,TS1 4RY,8971610868,D,C,68,71,House,Mid-Terrace,E06000002,E14000819,2010,63,67,253,227,3.6,42.27207,3.3,57,45,567,520,108,102,85.72,Single,Y,1,,,2107,100,double glazing installed during or after 2002,Normal,2,5,4,75,0,From main system,4,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,4,Good,"Solid brick, as built, no insulation (assumed)",1,Very Poor,0.216,0,N/A,"Pitched, 300+ mm loft insulation",5,Very Good,"Boiler and radiators, mains gas",4,Good,"Programmer, TRVs and bypass",Average,3,Low energy lighting in 75% of fixed outlets,5,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,0,,2.57,0,N,natural,England and Wales: 1930-1949,owner-occupied,,,9,1,1,17.33284,0,2,2,0,2.3,72.43340974,2865.967894,0,0,0.216,2.3,-1,0,220,1.7,3,0.797797014,-1,-1,-1,-1,-1,-1,-1,-1,2800,68.9683173,-1,-1,4016.79,65.95805076,6816.79,68.9683173,-1,-1,-1,-1,1500,69.42826361,4300,71.68279437,-1,-1,5516.79,69.42826361,8316.79,71.68279437
1.39E+33,TS4 3QW,6013511478,D,C,67,79,Flat,End-Terrace,E06000002,E14000820,2015,56,66,484,376,2.4,82,1.9,30,30,268,159,190,110,30,dual,N,1,Y,,2401,100,double glazing installed during or after 2002,Normal,0,2,2,83,0,"Electric immersion, off-peak",1,Poor,(another dwelling below),NO DATA!,N/A,Fully double glazed,4,Good,"Cavity wall, filled cavity",4,Good,-1,0,N/A,"Pitched, 250 mm loft insulation",4,Good,Electric storage heaters,3,Very Poor,Manual charge control,Poor,2,Low energy lighting in 83% of fixed outlets,5,Very Good,electricity (not community),0,1,6.8,,,N,natural,England and Wales: 1950-1966,rental (social),,,7,1,1,9.585,0,3,0,0,0,65.08867243,1249.02665,0,1,0.519,2.3,-1,0.7,250,0.7,1,0.6805,8586.34,75.47123844,7086.34,74.58491825,5050,74.58491825,2250,67.82376865,2800,74.7223221,4286.34,67.82376865,2036.34,67.90595185,4836.34,74.7223221,6550,75.47123844,3750,69.41700494,1500,69.70574584,4300,75.8152,5786.34,69.41700494,3536.34,69.70574584,6336.34,75.8152
5.36E+32,TS17 9PF,4015659768,C,C,73,76,House,Mid-Terrace,E06000004,E14000971,2010,69,72,226,200,2.8,38,2.5,39,39,443,404,106,93,73.7,Single,Y,1,,,2106,100,double glazing installed during or after 2002,Normal,0,4,4,100,0,From main system,4,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,4,Good,"System built, as built, no insulation (assumed)",1,Very Poor,-1,0,N/A,"Pitched, 200 mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,"Programmer, room thermostat and TRVs",Good,4,Low energy lighting in all fixed outlets,5,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,0,,2.32,0,N,natural,England and Wales: 1967-1975,rental (social),,,2,1,1,16.46343,0,4,0,0,2.3,71.04720985,2562.72987,0,0,0.216,1.5,-1,0,250,1.7,2,0.776615604,10684.45,76.23635006,9184.45,75.01061423,5563.75,74.92712395,2763.75,72.59501306,2800,75.45353745,6384.45,72.67850335,3620.7,72.83036138,6420.7,75.45353745,7063.75,76.29950133,4263.75,74.60096879,1500,75.08940487,4300,77.65585727,7884.45,74.53781753,5120.7,75.0262536,7920.7,77.592706
9.70E+32,TS23 3SQ,2080121178,C,B,69,83,House,End-Terrace,E06000004,E14000970,2013,70,85,200,107,2.6,38,1.4,52,52,490,448,112,90,69,Single,Y,1,,,2106,100,double glazing installed before 2002,Normal,1,5,5,75,0,From main system,4,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,3,Average,"Cavity wall, filled cavity",4,Good,-1,0,N/A,"Pitched, 200 mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,"Programmer, room thermostat and TRVs",Good,4,Low energy lighting in 75% of fixed outlets,5,Very Good,mains gas (not community),0,0,,,0,,natural,England and Wales: 1967-1975,owner-occupied,8,6,2,2,1,15.8811,0,4,1,0,2.3,66.43127271,2427.783042,0,1,0.216,1.5,-1,0,250,0.7,3,0.76983913,11708.2,75.26360634,9008.2,74.67958222,5387.5,73.78872708,2587.5,70.87700724,2800,72.16835682,6208.2,70.75886304,3620.7,68.14418582,6420.7,73.0497497,8087.5,74.15147336,5287.5,71.67436985,2700,69.19272044,5500,72.5783671,8908.2,71.92739237,6320.7,69.36725838,9120.7,73.68831705
8.12E+32,TS23 3JU,9192200078,D,C,59,72,House,Mid-Terrace,E06000004,E14000970,2012,57,71,259,182,4.4,49,3.1,64,49,806,767,87,63,89,Single,Y,1,,,2106,100,"double glazing, unknown install date",Normal,0,5,5,70,0,From main system,4,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,3,Average,"System built, as built, no insulation (assumed)",1,Very Poor,-1,0,N/A,"Pitched, 200 mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,"Programmer, room thermostat and TRVs",Good,4,Low energy lighting in 70% of fixed outlets,5,Very Good,mains gas (not community),0,0,,,0,,natural,England and Wales: 1950-1966,rental (social),10,7,2,0,1,17.0316,0,3,0,0,2.3,68.21049928,2936.0843,0,0,0.216,2.3,-1,0,250,2,3,0.808633708,11258.2,67.78651609,9758.2,65.437638,6137.5,65.50401305,3337.5,62.66106624,2800,63.60476621,6958.2,62.81037003,3620.7,60.10118474,6420.7,63.38444979,7637.5,67.26409693,4837.5,65.05416969,1500,63.79412347,4300,67.00677447,8458.2,65.78816582,5120.7,64.06534991,7920.7,67.18947881
8.10E+32,TS17 0FD,9779889968,C,B,72,87,House,End-Terrace,E06000004,E14000971,2012,73,88,175,83,2.4,33,1.2,64,44,406,388,83,59,71,Single,Y,1,,,2106,100,double glazing installed before 2002,Normal,1,5,5,53,0,From main system,4,Good,"Solid, limited insulation (assumed)",N/A,N/A,Fully double glazed,3,Average,"Cavity wall, as built, insulated (assumed)",4,Good,-1,0,N/A,"Pitched, 75 mm loft insulation",3,Average,"Boiler and radiators, mains gas",4,Good,"Programmer, room thermostat and TRVs",Good,4,Low energy lighting in 53% of fixed outlets,4,Good,mains gas (not community),0,0,,,0,,natural,England and Wales: 1996-2002,owner-occupied,17,9,23,2,1,9.7852,0,8,1,0,2.3,67.8026017,2485.410146,0,1,0.216,0.35,-1,0,300,0.45,3,0.862180282,10198.84,76.30030431,7498.84,75.8695019,5462.5,75.35638927,2662.5,73.06299674,2800,73.02247632,4698.84,73.1307947,2036.34,69.86531494,4836.34,73.4059457,8162.5,75.55531333,5362.5,73.23162449,2700,70.18854548,5500,73.25553895,7398.84,73.68118969,4736.34,70.44984851,7536.34,73.87088668
1.67E+33,TS19 9PE,4968311678,D,B,68,83,House,Semi-Detached,E06000004,E14000970,2018,64,80,240,131,3.7,42,2,89,61,616,534,100,69,87,Single,Y,1,,,2104,100,double glazing installed during or after 2002,Normal,1,4,4,56,0,From main system,4,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,4,Good,"Cavity wall, filled cavity",3,Average,0.216,0,N/A,"Pitched, 270 mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,Programmer and room thermostat,Average,3,Low energy lighting in 56% of fixed outlets,4,Good,mains gas (not community),0,0,,,,N,natural,England and Wales: 1950-1966,rental (private),,,14,1,1,16.7728,0,3,1,0,2.3,72.56920622,2895.516089,0,1,0.216,2.3,-1,0,250,0.7,2,0.807209195,12383.2,73.28129854,9683.2,71.06686384,6062.5,71.06686384,3262.5,68.06506058,2800,69.72652479,6883.2,68.06506058,3620.7,66.38740401,6420.7,69.72652479,8762.5,73.28129854,5962.5,70.594088,2700,68.83659135,5500,71.98091175,9583.2,70.594088,6320.7,68.83659135,9120.7,71.98091175
1.08E+33,TS3 9JY,7976588178,C,B,71,86,House,Semi-Detached,E06000002,E14000819,2014,72,87,179,85,2.7,34,1.3,97,49,476,446,94,68,78,Single,Y,1,,,2104,100,double glazing installed before 2002,Normal,1,3,3,0,0,From main system,4,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,3,Average,"Cavity wall, filled cavity",4,Good,-1,0,N/A,"Pitched, 300+ mm loft insulation",5,Very Good,"Boiler and radiators, mains gas",4,Good,Programmer and room thermostat,Average,3,No low energy lighting,1,Very Poor,mains gas (not community),0,0,,,0,,natural,England and Wales: 1991-1995,owner-occupied,9,0,9,2,1,13.9284,0,7,1,0,2.3,71.56612862,2676.559059,0,1,0.216,0.35,-1,0,270,0.35,2,0.821430769,-1,-1,-1,-1,-1,-1,-1,-1,2800,70.56561704,-1,-1,3224.61,68.41787552,6024.61,71.25945213,-1,-1,-1,-1,2700,68.03811879,5500,70.76310511,-1,-1,5924.61,68.97985827,8724.61,71.77285716
2.22E+32,TS5 4LG,3417917568,C,C,71,76,House,Semi-Detached,E06000002,E14000819,2009,68,72,240,209,2.6,40,2.3,61,31,356,330,92,86,64.8,Single,Y,1,,,2107,100,double glazing installed during or after 2002,Normal,0,5,5,0,0,From main system,4,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,4,Good,"Cavity wall, as built, insulated (assumed)",4,Good,-1,0,N/A,"Pitched, 100 mm loft insulation",3,Average,"Boiler and radiators, mains gas",4,Good,"Programmer, TRVs and bypass",Poor,2,No low energy lighting,1,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,0,,2.4,0,N,natural,England and Wales: 1983-1990,rental (social),,,10,1,1,14.02888,0,6,0,0,2.3,69.8976074,2309.558879,0,1,0.216,0.4,-1,0,270,0.6,3,0.783504938,11154.61,74.22931158,8454.61,73.78986712,5230,73.78986712,2430,70.97142329,2800,73.72738763,5654.61,70.97142329,3224.61,69.99038973,6024.61,73.72738763,7930,74.29246285,5130,71.78772767,2700,70.94968448,5500,74.37297373,8354.61,71.7245764,5924.61,70.88653321,8724.61,74.30982246
1.21E+33,TS1 1LH,4228097278,C,B,80,82,Flat,Mid-Terrace,E06000002,E14000819,2014,84,87,124,104,1.1,24,0.9,35,35,204,167,105,105,48,Single,Y,1,N,,2301,100,double glazing installed before 2002,Normal,0,1,1,100,0,Community scheme,4,Good,(other premises below),N/A,N/A,Fully double glazed,3,Average,"Cavity wall, as built, no insulation (assumed)",2,Poor,-1,0,N/A,(another dwelling above),0,N/A,Community scheme,4,Good,"Flat rate charging, no thermostatic control",Very Poor,1,Low energy lighting in all fixed outlets,5,Very Good,mains gas (community),0,0,,,0,,natural,England and Wales: 1996-2002,owner-occupied,5,5,27,2,1,5.9024,0,8,0,0,0.22,63.63610679,1784.915297,0,0,0.216,0,-1,0.3,300,0.45,1,0.877033333,-1,-1,-1,-1,-1,-1,-1,-1,2800,80.16251731,-1,-1,1244.16,79.25377569,4044.16,79.72407205,-1,-1,-1,-1,1000,82.76290838,3800,83.05201672,-1,-1,2244.16,82.56098527,5044.16,83.04285358
1.64E+33,TS7 0QT,6919978578,D,B,63,83,House,Detached,E06000002,E14000820,2018,55,79,259,121,5.8,46,2.7,120,76,910,656,184,77,126,Single,Y,1,,,2104,100,double glazing installed before 2002,Normal,0,6,6,42,0,From main system,3,Average,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,3,Average,"Cavity wall, filled cavity",3,Average,0.216,0,N/A,"Pitched, 250 mm loft insulation",4,Good,"Boiler and radiators, mains gas",4,Good,Programmer and room thermostat,Average,3,Low energy lighting in 42% of fixed outlets,3,Average,mains gas (not community),0,0,,,,N,natural,England and Wales: 1967-1975,owner-occupied,,,7,2,1,22.9434,0,4,0,0,2.3,75.83505981,3595.511479,1,0,0.216,1.5,-1,0,250,0.7,3,0.817909524,17330.06,74.20104582,12730.06,71.00147048,7525,70.08171468,4725,62.60351648,2800,68.31440698,9930.06,63.55470745,5205.06,59.66795933,8005.06,69.11492525,12125,72.94023064,9325,66.86618367,4600,63.30527028,7400,71.58083156,14530.06,68.32314159,9805.06,64.49201269,12605.06,72.5658692
